Case,year,year0,rep,Station,istation,depth,lat,long,latx,longy,tots,spp,HP,JP,HB,V,ES2,ES10,ES15,ES50,ES100,ES200,ES500,GD,alpha,mxd,devs,region,period,SandClass,sqrttots,sqrtspp,lnspp,lnalpha,sqrtTOC,MED,Depth (m),% Gravel,% Fines,Disturb
401,1998,6,1,NF20,32,28.87,42.378167,-70.844833,833325.8,2963550.3,2721,78,3.520618,0.560126,2.389192,0.558074,1.760421,5.640454,7.53867,16.551618,23.865681,32.505986,46.526019,9.862488,14.977915,0.724962,0.275038,near,pre,G50,52.163205,8.831761,4.356709,2.706577,0.6,165,28.9,14.5,10,TRUE
402,1998,6,1,NF21,33,30,42.402667,-70.8365,835507.8,2972495.8,2025,79,3.861037,0.612495,2.611534,0.611263,1.862669,6.34952,8.22718,16.304866,22.936129,31.661165,47.855248,10.376544,16.36989,0.709354,0.290646,near,pre,LE50,45,8.888194,4.369448,2.795444,0.938,356,30,0.1,50.2,TRUE
403,1998,6,1,NF22,34,30,42.347833,-70.815,841475.4,2952560,1985,71,4.159934,0.67644,2.819528,0.675743,1.897692,6.940192,9.087718,17.907883,25.101888,34.041256,47.618964,9.350257,14.389705,0.830776,0.169224,near,pre,LE50,44.553339,8.42615,4.26268,2.666513,0.854,486,30,4.5,41.9,FALSE
404,1998,6,1,NF23,35,36,42.397667,-70.801667,844930.8,2970749,1198,71,4.147523,0.674422,2.776753,0.672708,1.892733,6.760197,8.785503,17.98635,26.640726,37.977705,55.459225,10.016352,16.521443,0.777563,0.222437,near,pre,G50,34.612137,8.42615,4.26268,2.804659,0.346,0,36,5.53,3.73,FALSE
405,1998,6,1,NF24,36,37,42.3805,-70.801667,844982.1,2964493.3,3529,71,2.693786,0.438032,1.831815,0.435499,1.636786,4.419853,5.722029,11.962338,17.564145,25.000522,37.931479,8.691639,12.589898,0.573641,0.426359,near,pre,LE50,59.405387,8.42615,4.26268,2.532895,0.787,420,37,4.05,28.63,TRUE
406,1998,6,2,NF24,36,37,42.3805,-70.801667,844982.1,2964493.3,4805,67,2.606073,0.429613,1.780906,0.427781,1.646372,4.3658,5.565842,11.005144,15.706779,21.930244,32.976163,7.903355,11.019667,0.574279,0.425721,near,pre,LE50,69.318107,8.185353,4.204693,2.399682,0.787,660,37,4.05,28.63,TRUE
407,1998,6,3,NF24,36,37,42.3805,-70.801667,844982.1,2964493.3,3867,74,2.578079,0.415186,1.754416,0.412817,1.618319,4.272715,5.508679,11.392343,16.627817,23.312652,34.848029,8.958584,12.982523,0.54231,0.45769,near,pre,LE50,62.185207,8.602325,4.304065,2.563604,0.787,457,37,4.05,28.63,TRUE
408,1999,7,1,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,4187,86,2.798531,0.435483,1.903527,0.432944,1.635282,4.453984,5.81354,12.805106,19.602413,28.581901,43.300184,10.312072,15.317812,0.550884,0.449116,far,pre,G50,64.707032,9.273618,4.454347,2.729016,0.648,28,35,0.05,13.1,TRUE
409,1999,7,2,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,3420,82,3.034199,0.477259,2.059879,0.474483,1.661593,4.769197,6.326117,14.43531,22.106479,31.874669,47.05422,10.076934,15.111421,0.606344,0.393656,far,pre,G50,58.480766,9.055385,4.406719,2.715451,0.648,34,35,0.05,13.1,TRUE
410,1999,7,3,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,4225,96,3.088122,0.468966,2.09993,0.466482,1.660212,4.846539,6.483453,14.822741,22.251572,31.811439,48.422588,11.498694,17.480595,0.597499,0.402501,far,pre,G50,65,9.797959,4.564348,2.861091,0.648,60,35,0.05,13.1,TRUE
411,1999,7,1,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,932,57,4.428501,0.759229,2.965231,0.759277,1.928687,7.534474,9.99609,19.73814,26.98412,35.385808,47.88087,8.336584,13.389252,0.943354,0.056646,far,pre,LE50,30.528675,7.549834,4.043051,2.594452,1.53,77,90,0,95,FALSE
412,1999,7,2,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,896,67,4.47986,0.738509,2.983147,0.737901,1.913104,7.373844,9.88898,20.89418,29.632861,40.045234,56.121791,9.855926,16.760745,0.902208,0.097792,far,pre,LE50,29.933259,8.185353,4.204693,2.81904,1.53,15,90,0,95,FALSE
413,1999,7,3,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,1115,54,4.322906,0.751171,2.909632,0.750935,1.91964,7.377739,9.7767,19.179836,25.651227,33.103581,44.381147,7.696025,11.857002,0.962842,0.037158,far,pre,LE50,33.391616,7.348469,3.988984,2.472919,1.53,49,90,0,95,FALSE
414,1999,7,1,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,2475,73,4.11329,0.664525,2.798713,0.664267,1.899995,6.955873,9.086137,17.406101,23.574537,31.221772,43.765482,9.342211,14.112833,0.799211,0.200789,far,pre,LE50,49.749372,8.544004,4.290459,2.647085,0.791,109,65,0.3,53.55,FALSE
415,1999,7,2,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,1792,68,4.296771,0.705839,2.911605,0.705863,1.922904,7.354171,9.64802,18.129568,24.341599,32.304512,45.705033,9.077454,13.990329,0.829408,0.170592,far,pre,LE50,42.332021,8.246211,4.219508,2.638366,0.791,102,65,0.3,53.55,FALSE
416,1999,7,3,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,2357,77,4.405422,0.702979,2.993354,0.702711,1.918042,7.344046,9.72914,19.483318,27.001369,36.148159,50.242655,9.916106,15.258158,0.874517,0.125483,far,pre,LE50,48.548944,8.774964,4.343805,2.725114,0.791,89,65,0.3,53.55,FALSE
417,1999,7,1,FF06,4,35,41.898333,-70.403333,954864.8,2789937,1140,53,3.998162,0.698013,2.690046,0.696959,1.887701,6.752145,8.805104,17.301041,23.787543,31.266831,42.704552,7.52971,11.507066,0.895765,0.104235,far,pre,LE50,33.763886,7.28011,3.970292,2.442961,0.922,99,35,0,66.1,FALSE
418,1999,7,2,FF06,4,35,41.898333,-70.403333,954864.8,2789937,1160,51,3.981713,0.701942,2.680991,0.700687,1.887162,6.724656,8.75167,17.171654,23.718622,31.28562,42.301866,7.227712,10.90631,0.911559,0.088441,far,pre,LE50,34.058773,7.141428,3.931826,2.389342,0.922,121,35,0,66.1,FALSE
419,1999,7,3,FF06,4,35,41.898333,-70.403333,954864.8,2789937,984,49,3.813854,0.679261,2.557231,0.677321,1.863689,6.389367,8.289306,16.50992,23.306742,31.095762,41.78893,7.110078,10.842943,0.868108,0.131892,far,pre,LE50,31.368774,7,3.89182,2.383514,0.922,82,35,0,66.1,FALSE
420,1999,7,1,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,2521,58,2.940675,0.501995,1.997793,0.499733,1.744371,4.784727,5.994213,11.947228,17.61528,24.861499,35.89614,7.405127,10.59043,0.623616,0.376384,far,pre,LE50,50.209561,7.615773,4.060443,2.359951,1.56,239,39,0,92.05,TRUE
421,1999,7,2,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,2564,55,3.149262,0.544727,2.147029,0.543798,1.827444,5.395243,6.558903,11.237802,15.313565,20.567196,29.789466,7.006973,9.888964,0.631724,0.368276,far,pre,LE50,50.635956,7.416198,4.007333,2.291419,1.56,340,39,0,92.05,TRUE
422,1999,7,3,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,1658,51,3.500308,0.617074,2.369197,0.614959,1.806272,5.818767,7.585115,15.361373,21.418892,28.400853,38.874631,6.879465,9.959274,0.828224,0.171776,far,pre,LE50,40.718546,7.141428,3.931826,2.298504,1.56,135,39,0,92.05,FALSE
423,1999,7,1,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,2070,98,3.910731,0.591217,2.633676,0.589026,1.847451,6.087925,7.897719,17.143632,26.201142,38.326521,59.008561,12.835115,21.383568,0.659941,0.340059,far,pre,G50,45.497253,9.899495,4.584967,3.062623,0.574,50,50,0.3,17.4,TRUE
424,1999,7,2,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,2406,92,3.692669,0.566051,2.497111,0.564187,1.823968,5.810428,7.539055,16.219073,24.104515,34.105392,51.104432,11.816504,18.965306,0.656104,0.343896,far,pre,G50,49.050994,9.591663,4.521789,2.942611,0.574,54,50,0.3,17.4,TRUE
425,1999,7,3,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,1197,66,3.950606,0.653598,2.647653,0.651746,1.863158,6.42545,8.413962,17.632145,25.503787,35.034495,49.939297,9.312072,15.035363,0.790887,0.209113,far,pre,G50,34.597688,8.124038,4.189655,2.710405,0.574,32,50,0.3,17.4,FALSE
426,1999,7,1,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,2974,96,3.512172,0.533363,2.378281,0.530768,1.737285,5.452448,7.305888,16.64069,25.234413,36.524972,54.648602,12.003506,18.967494,0.658612,0.341388,near,pre,G50,54.534393,9.797959,4.564348,2.942727,0.735,134,28.7,21.07,19.3,TRUE
427,1999,7,2,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,2486,78,3.330768,0.529921,2.254268,0.527268,1.731189,5.291732,7.000995,15.352894,23.021976,32.912442,47.834364,9.976427,15.304923,0.667098,0.332902,near,pre,G50,49.859803,8.831761,4.356709,2.728175,0.735,138,28.7,21.07,19.3,TRUE
428,1999,7,3,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,2432,88,4.201862,0.6505,2.849428,0.6497,1.884167,6.851679,9.072363,18.653531,26.381158,36.359019,52.929013,11.287161,17.887245,0.778566,0.221434,near,pre,G50,49.315312,9.380832,4.477337,2.884088,0.735,102,28.7,21.07,19.3,FALSE
429,1999,7,1,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,4538,73,2.299495,0.371496,1.565903,0.369008,1.525422,3.853253,5.059246,11.071012,16.214928,22.604699,33.773488,8.669585,12.354086,0.515178,0.484822,far,pre,LE50,67.364679,8.544004,4.290459,2.513987,1.32,7,88.4,0.1,79.4,TRUE
430,1999,7,2,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,7814,82,3.125187,0.491571,2.145937,0.49063,1.758589,5.185158,6.590185,12.650297,18.048294,24.985197,36.256529,9.148036,12.777287,0.620746,0.379254,far,pre,LE50,88.396833,9.055385,4.406719,2.547669,1.32,9,88.4,0.1,79.4,TRUE
431,1999,7,3,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,3346,72,2.972231,0.481729,2.022909,0.479705,1.695024,4.892412,6.371541,13.158606,18.903515,25.911127,37.382545,8.871889,12.954417,0.631139,0.368861,far,pre,LE50,57.844619,8.485281,4.276666,2.561437,1.32,17,88.4,0.1,79.4,TRUE
432,1999,7,1,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,2497,62,2.786685,0.46802,1.889878,0.465458,1.668366,4.623975,5.97936,12.272926,17.585018,24.280307,35.433776,7.925505,11.516266,0.618339,0.381661,near,pre,G50,49.969991,7.874008,4.127134,2.44376,0.696,120,23.5,5,25.25,TRUE
433,1999,7,2,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,3032,61,2.850894,0.480698,1.939938,0.478449,1.676134,4.703595,6.104517,12.744498,18.432297,25.211414,35.570983,7.608852,10.816641,0.647227,0.352773,near,pre,G50,55.0636,7.81025,4.110874,2.381086,0.696,167,23.5,5,25.25,TRUE
434,1999,7,3,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,3232,70,3.022537,0.493131,2.057182,0.491144,1.706246,4.965359,6.466903,13.402721,19.212194,26.302481,37.750558,8.662448,12.612459,0.648493,0.351507,near,pre,G50,56.850682,8.3666,4.248495,2.534685,0.696,209,23.5,5,25.25,TRUE
435,1999,7,1,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,1242,49,2.937214,0.523128,1.974803,0.520356,1.73321,4.943618,6.282603,12.18203,17.221248,23.42311,33.360706,6.877697,10.183039,0.664475,0.335525,near,pre,G50,35.24202,7,3.89182,2.320723,1.08,75,20.7,2.7,54.65,TRUE
436,1999,7,2,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,2833,59,2.760044,0.469184,1.875476,0.466563,1.645626,4.576384,5.981488,12.553308,18.165949,25.122955,36.011065,7.422232,10.540212,0.641321,0.358679,near,pre,G50,53.225934,7.681146,4.077537,2.355198,1.08,152,20.7,2.7,54.65,TRUE
437,1999,7,3,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,2228,59,3.152317,0.535867,2.137979,0.533542,1.727705,5.202703,6.823844,14.176191,20.05963,27.150365,38.231479,7.653531,11.121702,0.718167,0.281833,near,pre,G50,47.201695,7.681146,4.077537,2.408898,1.08,227,20.7,2.7,54.65,TRUE
438,1999,7,1,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,2548,82,4.429426,0.696719,3.014365,0.697184,1.933869,7.604832,10.04481,18.739761,24.791085,32.547058,46.182707,10.455098,16.18942,0.771218,0.228782,far,pre,LE50,50.477718,9.055385,4.406719,2.784358,1.14,164,73.3,1.3,75.25,FALSE
439,1999,7,2,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,1634,70,4.633851,0.756019,3.13484,0.756455,1.939994,7.841477,10.533109,21.035057,28.235661,36.498736,49.836404,9.461011,14.865859,0.919231,0.080769,far,pre,LE50,40.422766,8.3666,4.248495,2.699067,1.14,65,73.3,1.3,75.25,FALSE
440,1999,7,3,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,1208,63,4.246554,0.710449,2.854703,0.709865,1.90789,7.093514,9.320715,18.798523,26.300584,35.028113,48.145717,8.877339,14.124094,0.879302,0.120698,far,pre,LE50,34.756294,7.937254,4.143135,2.647882,1.14,60,73.3,1.3,75.25,FALSE
441,1999,7,1,NF02,14,26,42.3385,-70.828167,837943,2949130.5,3842,79,3.844145,0.609816,2.626373,0.609106,1.879099,6.44165,8.215651,15.367883,21.519898,29.711507,43.392325,9.571409,14.074329,0.71939,0.28061,near,pre,G50,61.983869,8.888194,4.369448,2.644352,0.387,80,26,1.4,4.8,TRUE
442,1999,7,1,NF04,16,34,42.4155,-70.8065,844112.4,2977241.3,1539,76,4.25029,0.680272,2.862614,0.679369,1.896223,6.943436,9.151818,19.030186,27.30314,37.264878,53.030918,10.355792,16.778386,0.819897,0.180103,near,pre,G50,39.23009,8.717798,4.330733,2.820092,0.374,1,34,0.1,5.2,FALSE
443,1999,7,1,NF05,17,36,42.427,-70.833833,836158.6,2981368.8,1231,70,4.228589,0.689899,2.839621,0.689612,1.904023,7.055223,9.279795,18.600249,25.854411,34.559408,49.514862,9.837565,16.090749,0.813099,0.186901,near,pre,G50,35.08561,8.3666,4.248495,2.778245,0.632,78,36,1,17.03,FALSE
444,1999,7,1,NF07,19,32,42.41,-70.814833,841338.2,2975214.5,2686,84,3.696142,0.578216,2.505664,0.576065,1.802691,5.844676,7.683785,16.585014,24.879416,35.654159,52.49801,10.638556,16.46918,0.705966,0.294034,near,pre,G50,51.826634,9.165151,4.430817,2.801491,0.917,133,32,1.8,33.33,TRUE
445,1999,7,1,NF08,20,28,42.4,-70.8635,828222.6,2971468.3,2103,63,2.94989,0.493517,1.994104,0.490538,1.69823,4.83672,6.250597,12.848874,18.787502,26.557614,39.687035,8.234088,12.224826,0.629006,0.370994,near,pre,LE50,45.858478,7.937254,4.143135,2.503469,1.05,250,28,2.03,71.6,TRUE
446,1999,7,1,NF09,21,29,42.399833,-70.844833,833265,2971445.8,1518,76,4.43546,0.709909,2.991194,0.710068,1.916136,7.402972,9.893415,20.051315,27.351355,36.102562,50.686733,10.375216,16.843066,0.834992,0.165008,near,pre,G50,38.961519,8.717798,4.330733,2.823939,0.707,120,29,0.4,38.4,FALSE
447,1999,7,1,NF10,22,32.91,42.392833,-70.838167,835085.4,2968908.8,3446,82,4.091793,0.643611,2.791517,0.642944,1.890166,6.784348,8.842973,17.424227,24.413432,33.129264,47.325964,10.067564,15.08575,0.789257,0.210743,near,pre,G50,58.70264,9.055385,4.406719,2.713751,0.933,389,32.9,0.2,41.1,FALSE
448,1999,7,1,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,1826,66,4.147141,0.686114,2.810722,0.685752,1.900189,6.953851,9.106512,18.124855,24.988276,32.628732,43.960555,8.788419,13.411718,0.870216,0.129784,near,pre,LE50,42.731721,8.124038,4.189655,2.596129,1.21,296,34.9,0,73.5,FALSE
449,1999,7,2,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,1666,61,4.22128,0.711763,2.858377,0.71118,1.912307,7.162253,9.382556,18.024726,24.579633,32.939294,45.95264,8.22304,12.436305,0.893968,0.106032,near,pre,LE50,40.816663,7.81025,4.110874,2.52062,1.21,179,34.9,0,73.5,FALSE
450,1999,7,3,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,1879,65,4.357195,0.723502,2.954554,0.722958,1.91974,7.330028,9.668742,19.087211,26.281181,35.019459,48.425346,8.622411,13.063812,0.926901,0.073099,near,pre,LE50,43.347434,8.062258,4.174387,2.569846,1.21,300,34.9,0,73.5,FALSE
451,1999,7,1,NF13,25,33.82,42.39,-70.8225,839325.8,2967909.8,2163,73,4.228782,0.683183,2.871787,0.68307,1.901474,7.097965,9.396691,18.714447,25.292031,32.821616,45.00356,9.506135,14.581966,0.835971,0.164029,near,pre,G50,46.508064,8.544004,4.290459,2.679786,0.48,11,33.8,0.1,5.5,FALSE
452,1999,7,1,NF14,26,34.09,42.386667,-70.822667,839290.4,2966694.5,3198,85,3.397492,0.53008,2.308394,0.528064,1.73875,5.446623,7.268537,15.855873,22.78717,31.334376,45.885184,10.532471,16.036464,0.684832,0.315168,near,pre,G50,56.550862,9.219544,4.442651,2.774865,1.01,195,34.1,13.1,10.3,TRUE
453,1999,7,1,NF15,27,32.67,42.382167,-70.827833,837907.5,2965043.8,2815,61,3.079336,0.519216,2.094548,0.51703,1.705055,5.061496,6.661842,14.057938,20.180485,27.504763,38.088938,7.679991,10.992102,0.704928,0.295072,near,pre,G50,53.056574,7.81025,4.110874,2.397177,0.938,211,32.7,4,11.5,TRUE
454,1999,7,1,NF16,28,31.1,42.378333,-70.837667,835261.6,2963626,2415,67,3.002894,0.49503,2.031506,0.491725,1.670852,4.832297,6.382253,13.871792,20.721781,30.065319,44.85114,8.601373,12.76712,0.643131,0.356869,near,pre,G50,49.14265,8.185353,4.204693,2.546873,0.86,149,31.1,1.2,32.3,TRUE
455,1999,7,1,NF17,29,30.6,42.381333,-70.814833,841422.3,2964768,1998,61,3.614542,0.609459,2.45213,0.608204,1.85347,6.067187,7.710249,14.527209,20.264395,27.588843,39.635668,8.026419,11.890639,0.741347,0.258653,near,pre,G50,44.698993,7.81025,4.110874,2.475751,0.292,2,30.6,0.05,1.25,TRUE
456,1999,7,2,NF17,29,30.6,42.381333,-70.814833,841422.3,2964768,2023,58,3.726667,0.636169,2.533067,0.635586,1.877327,6.403782,8.149582,14.76992,19.696303,25.778562,36.518093,7.619211,11.137824,0.768735,0.231265,near,pre,G50,44.977772,7.615773,4.060443,2.410347,0.292,0,30.6,0.05,1.25,FALSE
457,1999,7,3,NF17,29,30.6,42.381333,-70.814833,841422.3,2964768,1600,50,3.628166,0.642852,2.459557,0.641855,1.859167,6.214422,7.941387,14.698698,19.732129,25.677629,35.237766,6.777126,9.801318,0.828337,0.171663,near,pre,G50,40,7.071068,3.912023,2.282517,0.292,0,30.6,0.05,1.25,FALSE
458,1999,7,1,NF18,30,33.34,42.396683,-70.82185,839344.4,2970309.7,3195,92,3.587243,0.54989,2.435081,0.547744,1.793701,5.570013,7.250937,15.950874,24.418175,35.469552,52.762373,11.401177,17.685013,0.65089,0.34911,near,pre,LE50,56.524331,9.591663,4.521789,2.872718,0.768,218,33.3,51.2,10.7,TRUE
459,1999,7,1,NF19,31,33.21,42.371683,-70.805017,843965.5,2961235.9,4772,85,2.761587,0.430866,1.882176,0.428601,1.603467,4.425,5.894482,13.467756,20.239662,28.470057,40.951896,10.034802,14.689454,0.570679,0.429321,near,pre,G50,69.079664,9.219544,4.442651,2.68713,0.707,266,33.2,2.3,15.5,TRUE
460,1999,7,1,NF20,32,28.87,42.378167,-70.844833,833325.8,2963550.3,2779,69,2.778109,0.454792,1.883224,0.451932,1.643089,4.552535,5.948899,12.588553,18.488634,26.179507,39.12051,8.701303,12.816406,0.596748,0.403252,near,pre,G50,52.716221,8.306624,4.234107,2.550726,0.86,167,28.9,11.4,22.2,TRUE
461,1999,7,1,NF21,33,30,42.402667,-70.8365,835507.8,2972495.8,2892,78,3.050263,0.485293,2.069228,0.482922,1.727508,5.004637,6.407949,12.569881,18.224618,26.285482,41.688824,9.787064,14.765774,0.575471,0.424529,near,pre,LE50,53.777319,8.831761,4.356709,2.692312,1.22,276,30,0,60.7,TRUE
462,1999,7,1,NF22,34,30,42.347833,-70.815,841475.4,2952560,1678,62,3.938106,0.6614,2.665573,0.660637,1.888328,6.63134,8.54439,16.490118,22.724604,30.249988,42.446283,8.349766,12.669354,0.814536,0.185464,near,pre,LE50,40.963398,7.874008,4.127134,2.539186,0.938,312,30,3.97,43.27,FALSE
463,1999,7,1,NF23,35,36,42.397667,-70.801667,844930.8,2970749,2361,77,4.350571,0.694227,2.956114,0.693949,1.91633,7.261222,9.56357,19.039724,26.557172,35.41103,49.100704,9.913941,15.251818,0.857207,0.142793,near,pre,G50,48.590122,8.774964,4.343805,2.724699,0.49,7,36,21.1,1.6,FALSE
464,1999,7,1,NF24,36,37,42.3805,-70.801667,844982.1,2964493.3,3358,60,2.647517,0.448208,1.803696,0.446082,1.646683,4.467769,5.754476,11.495027,16.165736,22.039232,32.285147,7.389981,10.375751,0.61578,0.38422,near,pre,LE50,57.948253,7.745967,4.094345,2.339471,1.07,378,37,0.17,62.4,TRUE
465,1999,7,2,NF24,36,37,42.3805,-70.801667,844982.1,2964493.3,3826,73,2.657425,0.429322,1.809522,0.427137,1.630339,4.417545,5.736922,11.878692,17.024826,23.54198,34.912152,8.84894,12.799091,0.571527,0.428473,near,pre,LE50,61.854668,8.544004,4.290459,2.549374,1.07,398,37,0.17,62.4,TRUE
466,1999,7,3,NF24,36,37,42.3805,-70.801667,844982.1,2964493.3,3491,70,2.31712,0.378041,1.572367,0.375065,1.529435,3.860131,5.05808,11.111829,16.593718,23.536301,34.911863,8.580594,12.403636,0.514074,0.485926,near,pre,LE50,59.084685,8.3666,4.248495,2.51799,1.07,218,37,0.17,62.4,TRUE
467,2000,8,1,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,2432,70,2.757312,0.449859,1.86063,0.445893,1.597479,4.394046,5.861717,13.53665,20.620835,29.797303,44.819112,8.978423,13.454652,0.583514,0.416486,far,pre,G50,49.315312,8.3666,4.248495,2.599325,0.667,52,35,0.65,19.55,TRUE
468,2000,8,2,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,3112,78,2.905643,0.462284,1.9683,0.45892,1.612634,4.537475,6.094747,14.522933,22.575475,32.713544,47.619353,9.697849,14.519169,0.593403,0.406597,far,pre,G50,55.785303,8.831761,4.356709,2.67547,0.667,54,35,0.65,19.55,TRUE
469,2000,8,3,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,3436,78,2.609718,0.415203,1.769406,0.412038,1.574897,4.211241,5.584269,12.628721,18.981838,27.176868,41.498268,9.579881,14.200064,0.545558,0.454442,far,pre,G50,58.617404,8.831761,4.356709,2.653246,0.667,55,35,0.65,19.55,TRUE
470,2000,8,1,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,1236,67,4.315784,0.711461,2.899258,0.710794,1.906638,7.159799,9.480705,19.3443,27.261816,36.780367,51.230311,9.410594,15.188153,0.87515,0.12485,far,pre,LE50,35.156792,8.185353,4.204693,2.720516,1.54,92,90,0,90.2,FALSE
471,2000,8,2,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,1144,70,4.461284,0.727864,2.990198,0.72755,1.921087,7.406788,9.83932,20.134217,28.372556,38.343336,54.164273,9.939954,16.445373,0.876104,0.123896,far,pre,LE50,33.823069,8.3666,4.248495,2.800044,1.54,51,90,0,90.2,FALSE
472,2000,8,3,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,1174,52,3.929549,0.689341,2.646812,0.688394,1.887743,6.674645,8.636951,16.583229,22.674605,29.936259,41.128717,7.356923,11.142392,0.874833,0.125167,far,pre,LE50,34.263683,7.211103,3.951244,2.410757,1.54,42,90,0,90.2,FALSE
473,2000,8,1,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,2683,77,4.320872,0.689488,2.941397,0.689147,1.906011,7.196755,9.557685,19.177512,26.378129,35.101989,48.503783,9.75339,14.789942,0.870367,0.129633,far,pre,LE50,51.797683,8.774964,4.343805,2.693947,1.12,137,65,0.15,54.85,FALSE
474,2000,8,2,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,1573,80,4.446373,0.703325,2.99685,0.703161,1.914965,7.353889,9.80033,19.984919,27.92235,37.829478,53.97991,10.868473,17.808074,0.82987,0.17013,far,pre,LE50,39.661064,8.944272,4.382027,2.879652,1.12,91,65,0.15,54.85,FALSE
475,2000,8,3,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,2366,72,4.3693,0.708161,2.971655,0.707965,1.91923,7.344603,9.707034,19.211983,26.370093,34.628337,47.31738,9.267654,14.023861,0.897276,0.102724,far,pre,LE50,48.641546,8.485281,4.276666,2.64076,1.12,101,65,0.15,54.85,FALSE
476,2000,8,1,FF06,4,35,41.898333,-70.403333,954864.8,2789937,543,41,3.956986,0.738581,2.620638,0.73755,1.898507,6.834861,8.841433,16.863401,23.048002,30.048054,40.151907,6.510924,10.289117,0.925586,0.074414,far,pre,LE50,23.30236,6.403124,3.713572,2.331087,0.982,75,35,0,54.75,FALSE
477,2000,8,2,FF06,4,35,41.898333,-70.403333,954864.8,2789937,694,45,3.836838,0.698642,2.555342,0.6975,1.885591,6.553421,8.405506,16.114527,22.208378,29.23743,40.412803,6.878134,10.760451,0.862718,0.137282,far,pre,LE50,26.34388,6.708204,3.806662,2.375877,0.982,57,35,0,54.75,FALSE
478,2000,8,3,FF06,4,35,41.898333,-70.403333,954864.8,2789937,548,40,3.808394,0.715604,2.524536,0.714615,1.878001,6.610415,8.586856,16.121296,21.303885,27.792371,38.74092,6.342888,9.92845,0.892413,0.107587,far,pre,LE50,23.4094,6.324555,3.688879,2.295404,0.982,38,35,0,54.75,FALSE
479,2000,8,1,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,3502,58,3.531408,0.602837,2.415763,0.602038,1.85322,6.004862,7.575537,13.842882,18.81754,25.01788,34.825569,7.106894,9.874021,0.779242,0.220758,far,pre,LE50,59.177699,7.615773,4.060443,2.289907,1.52,282,39,0,84.7,FALSE
480,2000,8,2,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,3310,53,3.014443,0.526272,2.060235,0.525044,1.785754,5.114585,6.338106,11.386281,15.440929,20.611881,29.753187,6.539413,8.960983,0.674679,0.325321,far,pre,LE50,57.532599,7.28011,3.970292,2.19288,1.52,226,39,0,84.7,TRUE
481,2000,8,3,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,4181,56,2.783136,0.479243,1.903738,0.477685,1.72786,4.634437,5.784793,10.991485,15.271446,20.81349,30.899786,6.715993,9.138387,0.634544,0.365456,far,pre,LE50,64.660653,7.483315,4.025352,2.212484,1.52,264,39,0,84.7,TRUE
482,2000,8,1,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,2286,100,4.324934,0.650967,2.922283,0.649635,1.863872,6.772408,9.147637,20.672588,30.498006,42.336246,61.302574,12.928986,21.355999,0.7952,0.2048,far,pre,G50,47.812132,10,4.60517,3.061333,0.834,52,50,0.2,19.5,FALSE
